filtered text,label
southwestair i have asked lindsey to call me instead of dm like a schoolgirl but so far no call getting tired of typing little notes,NEGATIVE
southwestair give us some more clever advertising about bagsflyfree is that because badpolicy allows you to cheatcustomers,NEGATIVE
southwestair its just the principle its hard to get mugged amp not be upset you took my money amp didnt give me anything wrongiswrong,NEGATIVE
southwestair customer service you shouldnt use those words wasted my time and took my money badbussiness theft httptcozaqltf,NEGATIVE
southwestair three hour flight to orlando and no wifi uncool firstworldproblems,NEGATIVE
southwestair loving the new planes and the lighting only wish windows were larger httptcohujcjg,POSITIVE
southwestair i would like to ask that his bags be picked up at pit amp taken to his hotel by the airport will someone contact me,NEGATIVE
southwestair customer service at fll bwiand pit have been terribleno one knows where his bags arehis is on a job with no clothes amp gear,NEGATIVE
southwestair after multiple attempts i was finally able to submit them late flight last night,NEGATIVE
southwestair up at am and arrive to find it already cancelled flighted no options so miss my meeting you might know but dont show it,NEGATIVE
southwestair its a new day and a new chance for you to do the right thing its never too late flight to be honest,NEUTRAL
southwestair darn i bought it on the wrong device no way to switch im sure,NEGATIVE
southwestair quick question i bought wifi for my phone do i have to buy it again on my tablet i have hours left on my trip,NEUTRAL
southwestair cool shot of the moon and one of your fleet httptcoklbaimes,POSITIVE
southwestair hello swa who is your poc for partnerships with nonprofit organizations in bwi area,NEUTRAL
southwestair hey remember that time you lost my husbands bags i do filmjobnoequipment nowarmclothes,NEGATIVE
southwestair looking forward to flying once again with swa on friday the luv airline dtw mdw tus,POSITIVE
southwestair i love this airline so much thanks so much the service is great the snacks are amazing everything is outstanding thanks,POSITIVE
southwestair you need to redeem yourself i lost respect for you tonight lostbags filmjobnoequipment,NEGATIVE
southwestair way to fuck up and lose cistudios bags my husband has no warm clothes and no equipment youdidit notcool,NEGATIVE
southwestair you should have assigned seating because now my cousin amp i probably cant sit together on our flight tomorrow thanks,NEUTRAL
southwestair wifi stays connected about the lifetime of a higgs boson,NEGATIVE
southwestair forget wedding fairs how about discounts for nonprofits we donate part of our worth every single day,NEUTRAL
southwestair when will your phone agents be able to give the correct departure times for cun when can we checkin online for international,NEGATIVE
southwestair making me miss thebachelor right now wah,NEGATIVE
southwestair please lower my plane flight by like bucks thanks floridavacation,NEUTRAL
southwestair had a great flight to and from cabo last week with my family smoothflight frequentflyer,POSITIVE
southwestair we can let bags flutter because we charge travelers that had to change dates fullprice and we dont let them travel,NEGATIVE
southwestair on that late flightst ad makes me happy to be flying you in a few days bethonors,POSITIVE
southwestair the fact that u see black history month months a year is honorable we will be an economic base for corp like u in future,POSITIVE
southwestair should offer cdn border towns incentive to fly since exchange rates are hurt customerappreciation gaincustomers keepem,NEUTRAL
southwestair what an awesome flight dallas ny virgin america refused bc of my childs peanut allergy but u guys didnt thanks,POSITIVE
southwestair wont let me send a dm because they dont follow me lovedflyingwiththem notanymore wrong badpolicy,NEGATIVE
southwestair reference,NEUTRAL
southwestair your welcome it was the thoughts of nearly the entire plane,NEGATIVE
southwestair do you know the reason flight from dallas to midland was diverted to lubbock was suppose to be direct to midland,NEUTRAL
southwestair in flight wifi tmobile wifi calling makes for the best combination who doesnt love texting feet in the air d,POSITIVE
southwestair has become like every other airline crooked i cant believe they are taking over shouldwearmasks shocked,NEGATIVE
southwestair here is my conf fneqm my flight was delayed for hours while my friend waited for me on her bday please follow up,NEGATIVE
southwestair twitter cust svc rule dont say if we fell short i just told u u did if u cant solve problem dont say anything at all,NEGATIVE
southwestair disappointed in the service ive received checked in online checked my my flight status online checked in at the airport,NEGATIVE
southwestair great day in the air httptcoynczutzz,POSITIVE
southwestair thanks,POSITIVE
southwestair thanks for two smooth safe and fast flights boston houston luvswa httptcoelhxuvuj,POSITIVE
southwestair i really love your customer service lou ann in phx rocks thanks sw be ourguest,POSITIVE
see you in atl southwestair congrats to our destinationdragons winners ready atlanta httptcoaygidcfa httptcoycvsiod,NEUTRAL
southwestair if i am enrolled in the atl companion pass offer and booked flights already before may when can i start using the pass,NEUTRAL
